mun_poly_fid,mun_poly_bdr_line_distm,mun_poly_bdr_line_rankn,mun_poly_bdr_line_fromx,mun_poly_bdr_line_fromy,mun_poly_bdr_line_nearx,mun_poly_bdr_line_neary,mun_poly_bdr_line_angle,mun_poly_codi,mun_poly_nome,mun_poly_lenm,mun_poly_arm2,mun_poly_cenx,mun_poly_ceny,mun_seat_codi,mun_seat_fid,mun_seat_nome,mun_seat_cap_poly_name,mun_seat_cap_poly_code,mun_seat_cap_poly_abbr,mun_seat_cap_poly_dnam,mun_seat_cap_poly_limt,mun_seat_cap_poly_type,mun_seat_pntx,mun_seat_pnty,mun_seat_cap_poly_fid,mun_seat_cap_poly_lenm,mun_seat_cap_poly_arm2,mun_seat_cap_poly_cenx,mun_seat_cap_poly_ceny,mun_seat_cap_don_death_year,mun_seat_cap_don_death_type,mun_seat_cap_don_letter_date,mun_seat_cap_foral_date,mun_seat_cap_otherdocs_date,mun_seat_cap_grant_date,mun_seat_cap_trnsfr_year,mun_seat_cap_crown_year,mun_seat_cap_settle_year,mun_seat_cap_pop1536_prtgs,mun_seat_cap_pop1546_prtgs,mun_seat_cap_pop1546_afrcns,mun_seat_cap_povs_1530_1549,mun_seat_cap_vilas_1530_1549,mun_seat_cap_time_auto,mun_seat_cap_treat,mun_treat,mun_poly_runvarm,mun_poly_runvarkm,mun_poly_runvarm_abs,mun_poly_runvarkm_abs,mun_poly_uf
41,81910.05606745795,1,678978,-2477885,675367.5495145274,-2559715.446242618,-92.5263151934558,3526704,Leme,93996.45902823549,406171597.1875,686980.7082567839,-2467757.312938108,3526704,242,Leme,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,681438.125,-2469048.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-81910.05606745795,-81.91005606745794,81910.05606745795,81.91005606745794,35
42,57945.75857752013,2,551557.5,-2496674.25,549450.9532657462,-2554581.705461112,-92.08337661452278,3525300,Jahú,159924.7385390405,693059264.7298558,560984.6962851676,-2476389.579294535,3525300,243,Jahú,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,560688,-2476580,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-57945.75857752013,-57.94575857752013,57945.75857752013,57.94575857752013,35
43,77500.23817700802,1,749553.375,-2485639,745713.4420049356,-2563044.0504301,-92.84001802352027,3515186,Espirito Santo do Pinhal,113982.2220408089,504165287.109375,745500.4048222998,-2471167.207758605,3515186,244,Espirito Santo do Pinhal,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,754698.25,-2464630.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-77500.23817700802,-77.50023817700803,77500.23817700802,77.50023817700803,35
44,58526.1216203007,1,694246.4375,-2501987.75,691554.6783144798,-2560451.93856361,-92.63610266658327,3503307,Araras,126666.8890675519,647391608.3671875,687546.9118765015,-2487162.090588746,3503307,248,Araras,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,681234.3125,-2488144.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-58526.1216203007,-58.5261216203007,58526.1216203007,58.5261216203007,35
45,52205.8570858718,3,511132.2813000008,-2513200,543251.1417472108,-2554356.16986119,-52.03101618142636,3500709,Agudos,215041.0958810036,1228328750.204983,498764.3557769989,-2504910.262789954,3500709,251,Agudos,Placebo 8,0H,PC8,,,Placebo,515794,-2494231.5,20,23.8844348436625,16.67930146796112,-52.93746804194612,-21.93693975496641,,,,,,,,,,,,,,,,,,,,,,35
46,28070.24020578224,1,708405.4375,-2533143.75,707079.4885868817,-2561182.655911075,-92.70747799415545,3530805,Mogy-mirim,192750.3562159589,1340985270.492188,715296.038049662,-2506645.035022371,3530805,253,Mogy-mirim,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,724718.25,-2498484.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-28070.24020578224,-28.07024020578224,28070.24020578224,28.07024020578224,35
47,46417.52762456152,1,733659.375,-2515979.25,731393.6494929058,-2562341.447518058,-92.79782489839529,3522604,Itapira,112035.6201257092,519470974.59375,743854.8120490776,-2499287.973043581,3522604,252,Itapira,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,738692.8125,-2499611.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-46417.52762456152,-46.41752762456152,46417.52762456152,46.41752762456152,35
48,97256.49958788931,3,452515.5938000008,-2519343.5,543251.1417472108,-2554356.16986119,-21.1004044114513,3550506,São Pedro do Turvo,165527.9195335447,1062123820.992814,437037.1161045224,-2511405.032067701,3550506,256,São Pedro do Turvo,Placebo 8,0H,PC8,,,Placebo,437531.3438000008,-2522657.25,20,23.8844348436625,16.67930146796112,-52.93746804194612,-21.93693975496641,,,,,,,,,,,,,,,,,,,,,,35
49,46192.47237801617,2,559257.75,-2508725.25,557520.0007278445,-2554885.023958079,-92.15596165295254,3505302,Barra Bonita,72500.06456696278,247274943.71875,560240.8996611376,-2499563.350735329,3505302,255,Barra Bonita,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,559862.8125,-2498611.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-46192.47237801617,-46.19247237801616,46192.47237801617,46.19247237801616,35
50,7728.328663339739,1,643722.6875,-2550590.75,643390.9646010104,-2558311.956113483,-92.46006140573938,3538709,Piracicaba,278218.2741822834,1654489966.898438,639305.9746279027,-2526053.799321731,3538709,263,Piracicaba,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,652225.0625,-2527934.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-7728.328663339739,-7.728328663339739,7728.328663339739,7.728328663339739,35
51,14248.71814685639,2,544927.25,-2540159,544409.2553888947,-2554398.299505644,-92.08337661452289,3550100,São Manoel do Paraizo,163982.1270359483,918916774.0650398,556606.0386702663,-2521724.58544502,3550100,261,São Manoel do Paraizo,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,557621.375,-2524824,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-14248.71814685639,-14.24871814685639,14248.71814685639,14.24871814685639,35
52,30242.28764276464,1,769039.6875,-2533943.5,767501.1431179405,-2564146.626378773,-92.91612097412326,3552106,Soccorro,115703.8577920242,449613363.234375,768349.6842728817,-2520597.244843661,3552106,262,Soccorro,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,767934.6875,-2518379.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-30242.28764276464,-30.24228764276464,30242.28764276464,30.24228764276464,35
53,127750.0547299647,1,940345.6875,-2529176.75,841357.3997135257,-2609931.90689175,-140.7922565443844,3541901,Queluz,76929.57118177979,252486228.828125,947619.397688746,-2518632.199030639,3541901,264,Queluz,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,948493,-2522391.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-127750.0547299647,-127.7500547299647,127750.0547299647,127.7500547299647,35
54,122791.3710573206,1,934514.1875,-2529873.25,839388.7099322494,-2607519.011788033,-140.7771053131893,3526605,Pinheiros,65917.31955123086,168488286.7890625,936867.9295490852,-2519725.04341727,3526605,1290,Pinheiros,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,936194.2386000007,-2521216.353800001,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-122791.3710573206,-122.7913710573206,122791.3710573206,122.7913710573206,35
55,0,1,549807.3164000008,-2554594.669199999,549807.3164000008,-2554594.669199999,0,3507506,Botucatú,273563.4614750438,1701292431.039063,568351.8966544812,-2543123.569928099,3507506,266,Botucatú,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,569864.875,-2542491.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,0,0,0,0,35
56,404.3193959981298,1,598408.375,-2556049.5,598392.4610785942,-2556453.506090407,-92.25573180769993,3502309,Anhemby,156898.10803027,740004169.6953125,598040.7765445877,-2533904.549629575,3502309,267,Anhemby,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,602873.375,-2533042.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-404.3193959981298,-.4043193959981298,404.3193959981298,.4043193959981298,35
57,16677.9689083833,1,741971.1875,-2546160.5,741157.1049433441,-2562818.588620846,-92.79782489839526,3501905,Amparo,134684.9908771041,562240565.3359375,742389.4482248372,-2529131.622190192,3501905,268,Amparo,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,743148.625,-2529404.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-16677.9689083833,-16.6779689083833,16677.9689083833,16.6779689083833,35
58,109731.863270987,1,914538.25,-2526083.5,829694.4037731605,-2595672.317883041,-140.6414384291078,3513405,Cruzeiro,78139.76544001787,308039633.84375,924604.3523034644,-2522501.199685607,3513405,269,Cruzeiro,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,928834.0625,-2525581,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-109731.863270987,-109.731863270987,109731.863270987,109.731863270987,35
59,121624.8307746483,4,422970.2813000008,-2536325.25,543251.1417472108,-2554356.16986119,-8.525543529331204,3545407,Salto Grande do Paranapanema,144200.0383051954,576599184.309154,410601.7884620363,-2529419.411711684,3545407,276,Salto Grande do Paranapanema,Placebo 8,0H,PC8,,,Placebo,411851.1875,-2538129.25,20,23.8844348436625,16.67930146796112,-52.93746804194612,-21.93693975496641,,,,,,,,,,,,,,,,,,,,,,35
60,94880.17636671875,1,897557.4375,-2528799.25,824196.8031894942,-2588969.551652392,-140.6414384291079,3538501,Piquete,65700.13027318199,178453947.9921875,907090.6655996351,-2525830.970533078,3538501,271,Piquete,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,906686.5625,-2528456.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-94880.17636671875,-94.88017636671874,94880.17636671875,94.88017636671874,35
61,33300.94693563568,3,513874.5625,-2538672.75,543251.1417472108,-2554356.16986119,-28.09664176372134,3500550,Santa Barbara do Rio Pardo,156049.4726953217,815778486.8993719,494237.5495767078,-2534571.589331191,3500550,272,Santa Barbara do Rio Pardo,Placebo 8,0H,PC8,,,Placebo,488472.6875,-2539054.5,20,23.8844348436625,16.67930146796112,-52.93746804194612,-21.93693975496641,,,,,,,,,,,,,,,,,,,,,,35
62,119728.009134783,1,951646.0625,-2555791.25,858741.1715549208,-2631312.620550736,-140.8927159206605,3503505,Areias,113043.2363454818,309241038.6328125,953949.1537959147,-2537980.780317717,3503505,274,Areias,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,956096.0625,-2527663.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-119728.009134783,-119.728009134783,119728.009134783,119.728009134783,35
63,102449.2521754452,1,924552.125,-2549853.75,845054.9658177255,-2614476.121925333,-140.8927159206606,3508603,Cachoeira,108105.6888371118,291764963.6953125,925093.0257789158,-2539444.581229519,3508603,275,Cachoeira,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,923445.625,-2535220,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-102449.2521754452,-102.4492521754452,102449.2521754452,102.4492521754452,35
64,10448.35504862352,1,675760.1875,-2549274.25,675299.6424781943,-2559712.450108495,-92.52631519345577,3545803,Santa Barbara,81488.29356954519,272889190.46875,674637.1229627334,-2537233.285255118,3545803,277,Santa Barbara,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,676260.9375,-2532141.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-10448.35504862352,-10.44835504862352,10448.35504862352,10.44835504862352,35
65,17699.61964855099,1,734975.5,-2544795.75,734111.5487782126,-2562474.271544228,-92.79782489839542,3537107,Pedreiras,57749.47890270818,109710935.4296875,730224.9758902165,-2534736.854964294,3537107,278,Pedreiras,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,728876.9375,-2533271.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-17699.61964855099,-17.69961964855099,17699.61964855099,17.69961964855099,35
66,135182.7059666079,1,977636.625,-2563321,872544.6702594799,-2648350.671534535,-141.02375375708,3504909,Bananal,152471.7548106973,781632224.1328125,990181.0027010466,-2545676.337696446,3504909,280,Bananal,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,993686.9375,-2541725.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-135182.7059666079,-135.1827059666079,135182.7059666079,135.1827059666079,35
67,101011.8794830676,1,932211.375,-2561554.75,853829.5684757861,-2625270.463938576,-140.8927159206605,3552007,Silveiras,108284.0666602909,418521545.3203125,940315.0134432211,-2543970.987326506,3552007,281,Silveiras,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,939521,-2536139.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-101011.8794830676,-101.0118794830676,101011.8794830676,101.0118794830676,35
68,87890.55305998196,1,911657.125,-2557071.25,843457.0245711346,-2612510.366323064,-140.8927159206605,3527207,Lorena,125856.9525886819,471139205.3046875,917703.9818971892,-2548416.124784339,3527207,282,Lorena,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,911180.8125,-2541860.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-87890.55305998196,-87.89055305998195,87890.55305998196,87.89055305998195,35
69,117443.0706248064,1,954181.6875,-2562535,862880.6458879273,-2636406.473779354,-141.02375375708,3549607,São José do Barreiro,148440.7027428718,577357544.390625,966243.9377368263,-2547251.075249475,3549607,283,São José do Barreiro,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,967866.625,-2535729.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-117443.0706248064,-117.4430706248064,117443.0706248064,117.4430706248064,35
70,0,1,747824.2667999994,-2563148.76485,747824.2667999994,-2563148.76485,0,3507605,Bragança,177652.3673690311,1105204765.890625,765414.850479244,-2549735.613888647,3507605,290,Bragança,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,764573.375,-2558477.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,0,0,0,0,35
71,8501.039188831757,1,654331.4375,-2550278,653956.7267191764,-2558770.776879254,-92.52631519345609,3544004,Rio das Pedras,80975.37654729278,230843344.6875,656884.0055654594,-2541965.479584365,3544004,285,Rio das Pedras,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,656077.3125,-2541254.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-8501.039188831757,-8.501039188831758,8501.039188831757,8.501039188831758,35
72,109063.6082917567,4,434423.8125,-2547181,543251.1417472108,-2554356.16986119,-3.772148133515992,3534708,Ourinhos,82831.63971484818,294952346.0378638,425415.1733510482,-2545117.102361116,3534708,286,Ourinhos,Placebo 8,0H,PC8,,,Placebo,423378.0625,-2548008.5,20,23.8844348436625,16.67930146796112,-52.93746804194612,-21.93693975496641,,,,,,,,,,,,,,,,,,,,,,35
73,6234.038699784227,3,537019.6156662687,-2554533.147862498,543251.1417472108,-2554356.16986119,1.626787314839146,3504503,Avaré,192823.8281406646,1508815869.907402,519728.8086816735,-2563714.044310257,3504503,287,Avaré,Placebo 9,0I,PC9,,,Placebo,519741.8125,-2564339.75,21,15.79048459772939,5.866724095319573,-52.11165625450835,-23.42794344906605,,,,,,,,,,,,,,,,,,,,,,35
74,0,1,602125.5145500004,-2556600.5522,602125.5145500004,-2556600.5522,0,3512308,Conchas,129975.1937704669,468513680.8515625,610388.6587750438,-2552831.590942184,3512308,288,Conchas,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,613823.125,-2558627,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,0,0,0,0,35
75,44998.22055134521,1,854773.5,-2555293.25,819981.2164176872,-2583829.838021616,-140.641438429108,3538006,Pindamonhangaba,147171.3834678387,736856733,875973.4682638319,-2556398.63580072,3538006,289,Pindamonhangaba,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,875384.3125,-2561374.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-44998.22055134521,-44.99822055134521,44998.22055134521,44.99822055134521,35
76,59918.59260735337,3,484023.9063000008,-2545280.25,543251.1417472108,-2554356.16986119,-8.712173808264595,3533809,Oleo,66567.14132256093,196704817.0774241,473496.6472662878,-2546618.16782559,3533809,291,Oleo,Placebo 8,0H,PC8,,,Placebo,477689.5313000008,-2545468.75,20,23.8844348436625,16.67930146796112,-52.93746804194612,-21.93693975496641,,,,,,,,,,,,,,,,,,,,,,35
77,30746.35146022466,3,514679.75,-2542997.75,543251.1417472108,-2554356.16986119,-21.68005759321464,3511409,Cerqueira Cesar,128921.1341605944,504917012.4883583,497592.0661087617,-2559259.957385613,3511409,292,Cerqueira Cesar,Placebo 9,0I,PC9,,,Placebo,495370.875,-2556504.75,21,15.79048459772939,5.866724095319573,-52.11165625450835,-23.42794344906605,,,,,,,,,,,,,,,,,,,,,,35
78,0,1,620680.5755500011,-2557355.7932,620680.5755500011,-2557355.7932,0,3526407,Laranjal,135942.3828820505,390183558.046875,628683.8785060412,-2558856.10755104,3526407,293,Laranjal,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,631472.625,-2563195.75,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,0,0,0,0,35
79,0,1,649737.2619000003,-2558584.6094,649737.2619000003,-2558584.6094,0,3510401,Capivary,137248.6134867285,593580373.8515625,663147.8560684756,-2557485.859834927,3510401,294,Capivary,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,665417.25,-2558565.75,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,0,0,0,0,35
80,0,1,725709.0084000006,-2562063.6386,725709.0084000006,-2562063.6386,0,3523404,Itatiba,127123.3368958594,469855466.75,737599.3245283262,-2559183.410280449,3523404,303,Itatiba,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,733863.9375,-2562963,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,0,0,0,0,35
81,0,1,675609.7696500011,-2559726.16415,675609.7696500011,-2559726.16415,0,3531803,Monte Mor,120981.3629542105,444424560.2109375,683015.4203355574,-2560587.492476539,3531803,295,Monte Mor,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,685293.1875,-2554070.25,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,0,0,0,0,35
82,0,1,638180.1711500008,-2558089.13015,638180.1711500008,-2558089.13015,0,3554508,Tieté,170517.2756267705,580609844.6171875,642562.0793867032,-2567583.697927963,3554508,296,Tieté,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,643709.5625,-2569534.5,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,0,0,0,0,35
83,53609.81898197334,4,489677.0938000008,-2556314.25,543251.1417472108,-2554356.16986119,2.093174151277181,3538808,Pirajú,217012.7602368439,1370339273.522615,471922.760512608,-2574578.280169262,3538808,305,Pirajú,Placebo 9,0I,PC9,,,Placebo,472506.3125,-2573327.25,21,15.79048459772939,5.866724095319573,-52.11165625450835,-23.42794344906605,,,,,,,,,,,,,,,,,,,,,,35
84,0,1,546529.2260500006,-2554475.41945,546529.2260500006,-2554475.41945,0,3523503,Itatinga,144688.3453260144,981830108.15625,549875.0445764789,-2571446.089119583,3523503,298,Itatinga,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,551468.3125,-2565816,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,0,0,0,0,35
85,85624.77048734858,4,458010.5313000008,-2562458,543251.1417472108,-2554356.16986119,5.429458545167084,3520905,Ipaussú,61801.7924063656,211549355.402939,450025.4325566684,-2558254.775552338,3520905,299,Ipaussú,Placebo 9,0I,PC9,,,Placebo,448146.9688000008,-2557364.25,21,15.79048459772939,5.866724095319573,-52.11165625450835,-23.42794344906605,,,,,,,,,,,,,,,,,,,,,,35
86,0,1,798075.0831000004,-2565735.82055,798075.0831000004,-2565735.82055,0,3525508,Joanopolis,105047.3011111339,377171592.8203125,798797.7076959591,-2558747.508859194,3525508,300,Joanopolis,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,791984.5625,-2557473.5,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,0,0,0,0,35
87,0,1,581315.1347000003,-2555780.825300001,581315.1347000003,-2555780.825300001,0,3506904,Rio Bonito,181727.6080129534,657294794.375,585195.2297757096,-2569972.259632088,3506904,302,Rio Bonito,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,588121.125,-2567275,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,0,0,0,0,35
88,36661.03761318694,1,850808.1875,-2563605.25,822462.1506694014,-2586854.63439774,-140.6414384291078,3554805,Tremembé,59838.80769606876,195900142.953125,860785.8208610634,-2562373.514799878,3554805,304,Tremembé,Sao Vicente 1,11A,SV1,Martim Afonso de Sousa,Rio Macae,Actual,866174.4375,-2564698,28,28.17322864850599,13.332651159549,-45.50064604472522,-22.08680658892253,,,20/01/1535,06/10/1534,28/09/1532,06/10/1534,,1567,1565,100,825,125,2,3,2,0,0,-36661.03761318694,-36.66103761318694,36661.03761318694,36.66103761318694,35
89,1473.30846914202,1,620951.75,-2558841.75,621013.3985073405,-2557369.731893186,87.60183904662021,3537503,Pereiras,85314.68794220709,221365214.265625,616627.5630567693,-2570397.649865485,3537503,306,Pereiras,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,617101.5625,-2565535.5,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,1473.30846914202,1.47330846914202,1473.30846914202,1.47330846914202,35
90,0,1,691433.4256500006,-2560446.355950001,691433.4256500006,-2560446.355950001,0,3520509,Indaiatuba,92604.85579648022,312878067.9140625,696169.8946532066,-2572333.338778479,3520509,307,Indaiatuba,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,694600.875,-2570512,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,0,0,0,0,35
91,0,1,744876.9997499995,-2563002.55595,744876.9997499995,-2563002.55595,0,3504107,Atibaia,146320.9551250148,691093312.359375,754855.9247640547,-2576668.84710644,3504107,310,Atibaia,Santo Amaro,12B,SA,Pero Lopes de Sousa,Rio Juquiriquere,Actual,762786.1875,-2576813.75,26,9.030330234546033,2.534079560560569,-47.21343350099153,-23.44564385970165,,,21/01/1535,06/10/1534,28/09/1532,01/09/1534,,1709,1536,200,1650,250,,,0173,1,1,0,0,0,0,35
